team_name,away,home,composite
Florida,2.186607766620091,2.614348260660343,2.400478013640217
Houston,2.7337926266592176,1.8687232188487883,2.301257922754003
Auburn,2.371751896641745,2.174301535671928,2.2730267161568367
Duke,1.9990748772049476,2.4109759265743715,2.2050254018896593
Tennessee,1.4163987999322487,2.4997263144299655,1.958062557181107
Alabama,1.894233843961993,1.9696968716818968,1.931965357821945
Michigan State,1.6291497923982445,2.0569648737793647,1.8430573330888045
St. John's,1.3631736874931755,2.035147219571491,1.6991604535323332
Drake,1.8752204071840355,1.4027544181879126,1.638987412685974
Memphis,1.8148533777808569,1.4321898596398006,1.6235216187103287
Saint Mary's,1.2738304278324342,1.9669661622466472,1.6203982950395406
Texas Tech,1.5082411332826375,1.529524934574273,1.5188830339284554
UC Irvine,1.624110420930203,1.4036662360402197,1.5138883284852114
Kentucky,0.8442769003452849,2.164170993418178,1.5042239468817313
Clemson,1.3732599879313212,1.604086395299269,1.488673191615295
Michigan,1.259779482473652,1.7028891850074168,1.4813343337405342
Louisville,1.5688439124665983,1.3663142438841278,1.467579078175363
Maryland,0.9774416400078252,1.9163631416232116,1.4469023908155183
Wisconsin,1.449417794584949,1.402273797289645,1.425845795937297
Oregon,1.2862747773808916,1.508324641348713,1.3972997093648023
McNeese,1.115765342581984,1.669706719026491,1.3927360308042376
Ole Miss,0.8952645812845592,1.8776341757118058,1.3864493784981824
UC San Diego,1.3475631057772903,1.4200377268951503,1.3838004163362203
Akron,0.6286675866314269,2.129825058671168,1.3792463226512974
Texas A&M,1.2839015373369267,1.40297447591919,1.3434380066280585
New Mexico,1.196341266735114,1.4397390801893026,1.3180401734622085
Utah State,1.0935322435682373,1.5157442543755448,1.304638248971891
Gonzaga,1.217826867989367,1.3910352566971913,1.304431062343279
VCU,1.0919746437547257,1.512617713164616,1.3022961784596707
Arizona,0.8945604935063399,1.653719139556418,1.2741398165313789
BYU,0.7890453070359866,1.7294004678939194,1.259222887464953
UCLA,0.9686386208673259,1.4448682547255114,1.2067534377964186
Creighton,0.7344542975701664,1.6773576470240144,1.2059059722970904
Iowa State,1.0073038027942414,1.3946281330668127,1.200965967930527
Purdue,0.4180404588036608,1.9579479685312853,1.187994213667473
Bradley,1.103633293500387,1.2200127381117514,1.1618230158060692
Liberty,1.0986214104950403,1.1899938421613772,1.1443076263282088
George Mason,0.6773097971291885,1.5524145568737844,1.1148621770014864
Marquette,0.9559314164048822,1.2433609838267572,1.0996462001158198
High Point,0.6966827822766025,1.489938793227315,1.0933107877519588
Illinois,0.9313269037198069,1.251000030279048,1.0911634669994275
Colorado State,0.8645110028320806,1.3014041125529947,1.0829575576925377
Chattanooga,1.2634286367398506,0.8785744549463845,1.0710015458431177
Kansas,0.5122889090794278,1.6294182995535835,1.0708536043165058
UConn,0.5792986758808296,1.5458464437199408,1.0625725598003852
Boise State,0.6376081312828056,1.4558221090534609,1.0467151201681333
Yale,0.04404509267277731,2.0460909135770295,1.0450680031249033
North Texas,0.7529792483999979,1.3068591528487168,1.0299192006243574
Arkansas,0.850281344156123,1.1993370433908648,1.024809193773494
Missouri,0.4331916627416851,1.6048758336059699,1.0190337481738274
Grand Canyon,0.40007034593991486,1.5986649888476543,0.9993676673937846
North Carolina,0.9890077973050171,0.9699049150901298,0.9794563561975734
UNC Wilmington,0.651712488332685,1.2803478292238053,0.9660301587782452
Mississippi State,1.2951464083073692,0.6157904243919051,0.9554684163496372
San Francisco,0.5521388731612238,1.3466102597235656,0.9493745664423947
San Diego State,0.9383329315296364,0.9541823207013346,0.9462576261154855
Robert Morris,0.615152584617754,1.2716957204475294,0.9434241525326417
Vanderbilt,0.602094393129539,1.282273526763512,0.9421839599465255
Georgia,0.20635265490268662,1.5351951206790193,0.870773887790853
Xavier,0.42698884504143886,1.29436550785382,0.8606771764476295
Nebraska,0.9455157998532859,0.7491662400329315,0.8473410199431087
Oklahoma,0.5941982284006837,1.0879832258326618,0.8410907271166728
Wake Forest,0.7609436207582967,0.9117589060110237,0.8363512633846601
Charleston,0.6451147213446552,0.9853307066936746,0.8152227140191649
SMU,0.7190222655132312,0.9057741161013835,0.8123981908073074
Utah Valley,0.34286988112245115,1.2790646914516104,0.8109672862870307
Baylor,0.5016264924610753,1.0990087684972738,0.8003176304791746
Arkansas State,0.237352714894086,1.352858165458561,0.7951054401763235
St. Thomas-Minnesota,-0.06879274781359135,1.656299822281131,0.7937535372337698
Montana,0.2968127258514777,1.28920035381814,0.7930065398348088
Miami (OH),-0.07688388447635532,1.6066432982713854,0.764879706897515
Furman,0.8363817698462325,0.6827129618969696,0.759547365871601
Indiana,0.3614403385718892,1.1459244025717574,0.7536823705718233
Belmont,0.8789265391579323,0.5688049340156335,0.7238657365867829
Kent State,1.0772322509415724,0.3647409552166688,0.7209866030791205
Loyola Chicago,0.23624081706983185,1.1986513368999572,0.7174460769848945
West Virginia,0.3180412108578857,1.0971220302161355,0.7075816205370107
Dayton,0.32373803555975095,1.0675021921949486,0.6956201138773498
Middle Tennessee,0.7171977518270541,0.663404617520159,0.6903011846736066
Lipscomb,0.5185217928376386,0.8394152306198821,0.6789685117287603
UC Riverside,0.005110906895589346,1.317603874215736,0.6613573905556627
Santa Clara,0.5754568530091145,0.7413750870377902,0.6584159700234524
Texas,1.0243555332669716,0.281745898655293,0.6530507159611323
UAB,0.6484872927188287,0.6554094219398348,0.6519483573293317
St. Bonaventure,0.5400459045939509,0.7178392815167297,0.6289425930553403
Illinois State,0.08611807977102166,1.1646596902902968,0.6253888850306593
Samford,0.5046489466308469,0.7313037536985637,0.6179763501647053
Towson,0.4158752866897257,0.7861266826187924,0.601000984654259
Jacksonville State,0.27314284892594726,0.9168103027303431,0.5949765758281452
Ohio State,0.4919972761919668,0.6529063531036613,0.572451814647814
Cal State Northridge,0.6031790463486,0.5377686438482014,0.5704738450984007
Saint Joseph's,0.21953854318466678,0.9168979391316465,0.5682182411581567
Troy,0.5833233140197985,0.5453579727450779,0.5643406433824383
North Alabama,-0.3316491672492482,1.4377989809635452,0.5530749068571486
Central Connecticut,0.8102163856264248,0.26878356523553276,0.5394999754309788
Cincinnati,0.3949288027056169,0.663018409026559,0.5289736058660879
Villanova,0.2529595926621706,0.801008435715222,0.5269840141886963
Winthrop,-0.0841513400848573,1.1376495902993682,0.5267491251072555
Stanford,-0.1795762006943462,1.2237056947039389,0.5220647470047963
UCF,0.2661445401047834,0.7756733485153627,0.5209089443100731
Norfolk State,-0.00486548263388753,1.0396747044995795,0.5174046109328461
Northern Iowa,0.26115881470000457,0.7683535175776748,0.5147561661388397
Milwaukee,0.06757716447624834,0.9339143599816954,0.5007457622289718
Northern Colorado,0.4392843793654219,0.5294481424568735,0.48436626091114776
UNC Asheville,0.048203094736704304,0.9145317166466919,0.48136740569169806
Radford,0.2975771228910767,0.5799156549915853,0.438746388941331
Oregon State,-0.1907802635570681,1.0570218981098034,0.43312081727636764
Bryant,0.5143392445883426,0.3373222926178487,0.42583076860309566
USC,0.26313686336468667,0.5739575210184719,0.41854719219157926
Louisiana Tech,0.09937964081331753,0.7291014708987644,0.41424055585604097
James Madison,-0.009090275318562767,0.8252739809801193,0.40809185283077826
Kennesaw State,-0.19197090139437778,0.9629281590248252,0.3854786288152237
Northwestern,-0.38174512543259487,1.1293401855274368,0.37379753004742095
Mount St. Mary's,0.47227737284851484,0.24814838008135826,0.36021287646493655
Rutgers,0.025583803180223384,0.6841206047748216,0.3548522039775225
Iowa,-0.02063125424364745,0.7157220266004358,0.3475453861783942
Omaha,-0.17490696933286434,0.8690628459531521,0.3470779383101439
South Alabama,0.3258371104736442,0.36436901941239086,0.34510306494301757
UC Santa Barbara,0.353051754212054,0.3370465801425503,0.34504916717730216
Cleveland State,0.21273243962952687,0.4763787355070035,0.3445555875682652
Kansas State,-0.1493535922136594,0.8332066175353615,0.34192651266085106
UNLV,-0.033507740027082775,0.6982516438433878,0.3323719519081525
Quinnipiac,-0.1092617173704475,0.7709599476314196,0.33084911513048604
Cornell,0.4571352766724161,0.19675117701634598,0.32694322684438104
George Washington,-0.17827983990398136,0.8241224259266957,0.3229212930113572
Minnesota,0.5250225864663767,0.1009866516123565,0.3130046190393666
Princeton,0.5311446730722654,0.08100814747182022,0.3060764102720428
Saint Louis,-0.2997486127868684,0.892521918410913,0.2963866528120223
Washington State,0.033358243311169995,0.5428299573414034,0.2880941003262867
Penn State,0.08857414484705668,0.4773984954161122,0.2829863201315844
Marist,0.24688649114340455,0.27318740143162556,0.26003694628751506
UNC Greensboro,0.17071235660368334,0.3369932352812194,0.25385279594245136
Vermont,-0.21401565410757659,0.7082276078154567,0.24710597685394003
LSU,-0.09482733294483042,0.5764745574625904,0.24082361225887997
North Dakota State,0.3361620769540048,0.11031777689697624,0.22323992692549052
Georgetown,-0.08981027854359634,0.5351345493211142,0.2226621353887589
Wichita State,0.025936977931408024,0.4146628267793311,0.22029990235536956
Florida Atlantic,-0.07624309718575507,0.5106053137422271,0.217181108278236
Oklahoma State,-0.5774411793163875,1.0099203138045045,0.21623956724405852
Marshall,-0.3970291547100405,0.8156950708303073,0.2093329580601334
Purdue Fort Wayne,-0.38289662331519625,0.7778199182148974,0.19746164744985056
Virginia,0.09931443057447352,0.29201822486825163,0.19566632772136258
UTEP,-0.1173218232967162,0.5083153010513108,0.19549673887729732
Pittsburgh,-0.426216759545131,0.8149471298890578,0.1943651851719634
Toledo,0.061385437685930924,0.3213026449866797,0.1913440413363053
Southern,-0.3111619064457747,0.693116769769413,0.19097743166181919
Youngstown State,0.47502915307035587,-0.09468402288687237,0.19017256509174174
Lamar,0.3858088038433407,-0.01993453932617702,0.18293713225858185
TCU,-0.41176039949945364,0.756365749291518,0.17230267489603218
Wofford,0.4355696228609141,-0.09820330028015507,0.16868316129037952
Nicholls,-0.09738566105220527,0.42626052537038284,0.1644374321590888
UIC,0.4279493262963784,-0.11848763866126721,0.15473084381755559
Southeast Missouri State,0.12127777344734249,0.18711433329113727,0.1541960533692399
American University,-0.38297925416933776,0.6640591800094809,0.1405399629200716
East Tennessee State,-0.38324922018514346,0.6574439573824137,0.1370973685986351
South Carolina,-0.49207917857564687,0.7656971910300828,0.13680900622721798
Western Kentucky,-0.13916515023160533,0.4076948082863147,0.1342648290273547
Florida State,-0.30909638907181525,0.5569479241078441,0.12392576751801443
Northeastern,0.11853757669835756,0.11693791468342128,0.11773774569088942
South Dakota State,-0.009506183140229904,0.2410529459463809,0.1157733814030755
SIU Edwardsville,-0.2001393684250837,0.42018216174059475,0.11002139665775552
Eastern Kentucky,-0.2116254426581027,0.4292456042202833,0.1088100807810903
Merrimack,0.31108225020195646,-0.11657660945711887,0.0972528203724188
Ohio,-0.7515049028331181,0.932191325003234,0.09034321108505794
Tulane,-0.5405117689968288,0.6949420723928408,0.07721515169800597
Florida Gulf Coast,-0.1758368462194957,0.3099437062829314,0.06705343003171785
East Carolina,-0.11096582957231592,0.23200695195954132,0.0605205611936127
Jacksonville,0.05032211888352568,0.05462045729380226,0.05247128808866397
Temple,-0.7139762661108313,0.8163927766865289,0.05120825528784878
Loyola Marymount,-0.40431712357623456,0.5044708859015247,0.050076881162645054
Arizona State,0.3016646033741828,-0.2025289313285965,0.04956783602279316
South Carolina State,-0.31092327469774234,0.40764666424714585,0.04836169477470176
Nevada,-0.5239408403088127,0.614448078922551,0.045253619306869164
